Event	ID	Name			Wwise Object Path	Notes
	30088657	Collect_Sheep			\SFX\Collect_Sheep	
	171788004	WinScreen_Restart_Button			\UI\Menu\WinScreen\WinScreen_Restart_Button	
	269859599	Death_Fox_Water			\Characters\Death\Death_Fox_Water	
	323011021	PopopMenu_Settings_Button			\UI\Menu\PopupMenu\PopopMenu_Settings_Button	
	358982595	Play_W1_InGameMusic			\Music\InGameMusic\World1\Play_W1_InGameMusic	
	376222116	WorldMenu_LockedWorld_Button			\UI\Menu\WorldMenu\WorldMenu_LockedWorld_Button	
	482381986	WinScreen_Store_Button			\UI\Menu\WinScreen\WinScreen_Store_Button	
	574974477	WorldMenu_UnlockedWorld_Button			\UI\Menu\WorldMenu\WorldMenu_UnlockedWorld_Button	
	841337824	GUI_Split_Active			\UI\GUI\Split\GUI_Split_Active	
	941274754	Move_Hedgehog			\Enemy\Move\Move_Hedgehog	
	989405037	GUI_Settings_Button			\UI\GUI\Button\GUI_Settings_Button	
	1004812793	Collect_Chicken			\SFX\Collect_Chicken	
	1024872546	Toolbox_Collect_KetsuMaxPowerUp			\UI\GUI\Toolbox\Toolbox_Collect_KetsuMaxPowerUp	
	1052828255	Transform_ToKetsu			\SFX\Transform_ToKetsu	
	1173277773	Toolbox_Open			\UI\GUI\Toolbox\Toolbox_Open	
	1203244949	GUI_Chicken_Button			\UI\GUI\Button\GUI_Chicken_Button	
	1374719650	Transform_FromKetsu			\SFX\Transform_FromKetsu	
	1415003611	StartMenu_Store_Button			\UI\Menu\StartMenu\StartMenu_Store_Button	
	1446448900	Death_Wolf_Water			\Characters\Death\Death_Wolf_Water	
	1464712323	GUI_MaxPowerUp_Crystal_Button			\UI\GUI\Button\GUI_MaxPowerUp_Crystal_Button	
	1513439813	LevelMenu_UnlockedLevel_Button			\UI\Menu\LevelMenu\LevelMenu_UnlockedLevel_Button	
	1575699130	StartMenu_Start_Button			\UI\Menu\StartMenu\StartMenu_Start_Button	
	1670207177	WinScreen_MainMenu_Button			\UI\Menu\WinScreen\WinScreen_MainMenu_Button	
	1748211077	GUI_Split_Release			\UI\GUI\Split\GUI_Split_Release	
	1952017332	StartMenu_Credits_Button			\UI\Menu\StartMenu\StartMenu_Credits_Button	
	2492116432	Move_Fox			\Characters\Move\Move_Fox	
	2533867219	StartMenu_Logo_Button			\UI\Menu\StartMenu\StartMenu_Logo_Button	
	2570041344	Play_MenuMusic			\Music\MenuMusic\Play_MenuMusic	
	2656457985	PopupMenu_Store_Button			\UI\Menu\PopupMenu\PopupMenu_Store_Button	
	2660933722	WinScreen_Next_Button			\UI\Menu\WinScreen\WinScreen_Next_Button	
	2696066024	Toolbox_Collect_KetsuPowerUp			\UI\GUI\Toolbox\Toolbox_Collect_KetsuPowerUp	
	2908556826	Level_Win			\SFX\Level_Win	
	3094295669	PopupMenu_Back_Button			\UI\Menu\PopupMenu\PopupMenu_Back_Button	
	3215618068	PopupMenu_MainMenu_Button			\UI\Menu\PopupMenu\PopupMenu_MainMenu_Button	
	3275066385	GUI_Sheep_Button			\UI\GUI\Button\GUI_Sheep_Button	
	3455221783	PopupMenu_Restart_Button			\UI\Menu\PopupMenu\PopupMenu_Restart_Button	
	3565206619	Toolbox_Collect_SpaceshipPart			\UI\GUI\Toolbox\Toolbox_Collect_SpaceshipPart	
	3609283987	Move_Ketsu			\Characters\Move\Move_Ketsu	
	3738416424	Death_Wolf_Hedgehog			\Characters\Death\Death_Wolf_Hedgehog	
	3773943064	LevelMenu_LockedLevel_Button			\UI\Menu\LevelMenu\LevelMenu_LockedLevel_Button	
	3791509005	StartMenu_Settings_Button			\UI\Menu\StartMenu\StartMenu_Settings_Button	
	4091529515	GUI_PowerUp_Crystal_Button			\UI\GUI\Button\GUI_PowerUp_Crystal_Button	
	4100043833	GUI_KetsuPower_Increase			\UI\GUI\Function\GUI_KetsuPower_Increase	
	4162518518	Toolbox_Collect_Coins			\UI\GUI\Toolbox\Toolbox_Collect_Coins	
	4193159569	Death_Fox_Hedgehog			\Characters\Death\Death_Fox_Hedgehog	
	4249145201	Move_Wolf			\Characters\Move\Move_Wolf	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	20985966	Transform_ToKetsu-001	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\Transform_ToKetsu-001_D124CA2C.wem		\Actor-Mixer Hierarchy\SFX\Transform\Transform_ToKetsu\Transform_ToKetsu-001		110872
	54523543	GUI_Settings_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\GUI_Settings_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Button\GUI_Settings_Button		18496
	105616402	MenuMusic_Draft_01	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\MenuMusic_Draft_01_388A97B6.wem		\Actor-Mixer Hierarchy\Music\MenuMusic\MenuMusic_Draft_01		6888304
	117800326	GUI_PowerUp_Crystal_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\GUI_PowerUp_Crystal_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Button\GUI_PowerUp_Crystal_Button		95824
	136273710	LevelMusic_W1_Loop1	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\LevelMusic_W1_Loop1_D124CA2C.wem		\Actor-Mixer Hierarchy\Music\InGameMusic\World1\LevelMusic_W1_Loop1		7541128
	139884733	Fox_Death_Water_02	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\Fox_Death_Water_02_D124CA2C.wem		\Actor-Mixer Hierarchy\Characters\Fox\Death_Water\Fox_Death_Water_02		175600
	140128883	UI_StartMenu_Settings_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\UI_StartMenu_Settings_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\StartMenu\UI_StartMenu_Settings_Button		13024
	143512029	GUI_Chicken_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\GUI_Chicken_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Button\GUI_Chicken_Button		11584
	192007627	UI_PopupMenu_Store_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\UI_PopupMenu_Store_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\PopupMenu\UI_PopupMenu_Store_Button		77680
	231051959	UI_WinScreen_MainMenu_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\UI_WinScreen_MainMenu_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\WinScreen\UI_WinScreen_MainMenu_Button		30448
	245242611	Toolbox_Collect_SpaceshipPart	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\Toolbox_Collect_SpaceshipPart_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Toolbox\Toolbox_Collect_SpaceshipPart		60976
	265982203	Toolbox_Open	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\Toolbox_Open_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Toolbox\Toolbox_Open		91144
	276388275	GUI_KetsuPower_Increase	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\GUI_KetsuPower_Increase_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Function\GUI_KetsuPower_Increase		60760
	310533540	GUI_MaxPowerUp_Crystal_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\GUI_MaxPowerUp_Crystal_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\GUI\Button\GUI_MaxPowerUp_Crystal_Button		108568
	327717301	UI_LevelMenu_LockedLevel_Button	C:\Users\mikko\Documents\Git\Ketsu\Ketsu_WwiseProject\.cache\Android\SFX\UI_LevelMenu_LockedLevel_Button_D124CA2C.wem		\Actor-Mixer Hierarchy\UI\Menu\LevelMenu\UI_LevelMenu_LockedLevel_Button		9928
